	HvsL	HvsL	HvsL	HvsL	HvsL
EMC9	P1P2	0.092763395	0.357955738	5	5
EMCN	P1P2	0.504563604	-0.049304145	5	5
EMD	P1P2	0.731584698	-0.017414763	5	5
EME1	P1P2	0.742245045	-0.039771722	5	5
EME2	P1P2	0.260370533	-0.270369044	5	5
EMG1	P1P2	0.439069115	0.38937256	5	5
EMID1	P1P2	0.202239703	0.157994387	5	5
EMILIN1	P1P2	0.327089638	0.164709871	5	5
EMILIN2	P1P2	0.369250942	0.098084703	4	4
EMILIN3	P1P2	0.535989454	-0.107547866	4	4
EML1	P1P2	0.015831206	-0.305065534	4	4
EML2	P2	0.227428827	-0.165163154	5	5
EML3	P1P2	0.657305056	-0.463452853	5	5
EML4	P1P2	0.500324681	0.040927633	5	5
EML5	P1P2	0.913725632	0.025058479	4	4
EML6	P1P2	0.437104286	-0.16536968	5	5
EMP1	P1P2	0.616360849	-0.116677856	5	5
EMP2	P1P2	0.940010922	-0.092578643	5	5
EMP3	P1P2	0.478899979	0.024456298	5	5
EMR1	P1P2	0.80498202	0.01126333	4	4
EMR2	P1	0.202828838	0.223006676	5	5
EMR3	P1P2	0.189873457	-0.34609479	5	5
EMX1	P2	0.642938352	0.098613004	5	5
EMX2	P1P2	0.424939353	-0.119618167	5	5
EN1	P1P2	0.591425352	0.029474968	5	5
EN2	P1P2	0.949939508	0.069527659	5	5
ENAH	P1P2	0.298789113	-0.350567755	5	5
ENAM	P1P2	0.778977841	-0.041581781	5	5
ENC1	P1P2	0.899088546	0.030913993	5	5
ENDOD1	P1P2	0.29685966	-0.041286917	5	5
ENDOG	P1P2	0.961201227	0.006872328	5	5
ENDOU	P1P2	0.44054606	-0.126513866	5	5
ENDOV	P1P2	0.310541332	-0.065310996	5	5
ENG	P1P2	0.719731303	0.166805483	5	5
ENGASE	P1P2	0.846694594	-0.026762	5	5
ENHO	P1P2	0.626344729	-0.162107	5	5
ENKD1	P1P2	0.454467535	-0.107392377	5	5
ENKUR	P1P2	0.300726919	-0.286183382	5	5
ENO1	P1P2	0.381908725	0.118214336	5	5
ENO2	P1P2	0.353181358	-0.205805573	5	5
ENO3	P2	0.572043374	0.096810643	5	5
ENO4	P1P2	0.275087305	-0.182191859	5	5
ENOPH1	P1P2	0.636991019	0.022048714	5	5
ENOSF1	P1P2	0.587983152	-0.053739497	5	5
ENOX1	P1P2	0.720353518	0.14946811	5	5
ENOX2	P1P2	0.800748665	0.129157827	5	5
ENPEP	P1P2	0.3956376	0.155304922	5	5
ENPP1	P1P2	0.173299312	0.249705979	5	5
ENPP2	P1P2	0.123447298	0.250760858	5	5
ENPP3	P1	0.51631757	0.01777132	5	5
ENPP4	P1P2	0.274721736	0.151341184	5	5
ENPP5	P1P2	0.777064914	-0.107717612	5	5
ENPP6	P1P2	0.206091437	-0.072395634	5	5
ENPP7	P1P2	0.618117633	0.132954444	5	5
ENSA	P1P2	0.148972163	0.211711635	5	5
ENTHD1	P1P2	0.629014268	0.199879205	4	4
ENTHD2	P1P2	0.007410243	-0.467786058	4	4
ENTPD1	P1P2	0.795611489	-0.038198485	5	5
ENTPD2	P1P2	0.60644743	-0.03050497	5	5
ENTPD3	P1P2	0.402145176	-0.163504901	5	5
ENTPD4	P1P2	0.497684978	0.059504466	5	5
ENTPD5	P1P2	0.381456186	0.06696947	5	5
ENTPD6	P1P2	0.242501599	0.304908852	5	5
ENTPD7	P1P2	0.93934933	-0.010369318	5	5
ENTPD8	P1P2	0.0663269	-0.235792355	4	4
ENY2	P1P2	0.597182836	-0.428288292	5	5
EOGT	P1P2	0.982418978	0.076969804	5	5
EOMES	P1P2	0.105885308	-0.238039376	5	5
EP300	P1P2	0.52008702	-0.125973743	5	5
EP400	P1P2	0.01274069	1.117493072	5	5
EPAS1	P1P2	0.700536559	0.143159484	5	5
EPB41	P2	0.428325445	0.054630055	5	5
EPB41L1	P1P2	0.240830025	0.137174576	5	5
EPB41L2	P1P2	0.156125165	0.343146832	5	5
EPB41L3	P1P2	0.570347794	-0.047834708	5	5
EPB41L4A	P1P2	0.86693004	0.047282394	5	5
EPB41L4B	P1P2	0.533117723	0.081191619	5	5
EPB41L5	P1P2	0.206091437	-0.1131705	5	5
EPB42	P1P2	0.991043094	-0.011147507	5	5
EPC1	P1P2	0.000214874	0.684977579	5	5
EPC2	P1P2	0.007629094	0.617705556	5	5
EPCAM	P1P2	0.085417751	0.473870691	5	5
EPDR1	P1P2	0.510422896	-0.092105615	5	5
EPG5	P1P2	0.297630439	0.131556914	5	5
EPGN	P1P2	0.91556344	0.036420509	5	5
EPHA1	P1P2	0.092119115	0.194029216	5	5
EPHA10	P1	0.593725284	0.069023497	5	5
EPHA2	P1P2	0.078408539	0.488712753	5	5
EPHA3	P1P2	0.473751489	-0.051925273	5	5
EPHA4	P1P2	0.807826334	0.047192662	5	5
EPHA5	P1P2	0.393790044	-0.263609189	5	5
EPHA6	P1P2	0.163284541	-0.172732765	5	5
EPHA7	P1P2	0.352750349	-0.197818278	5	5
EPHA8	P1P2	0.617531795	0.10424912	5	5
EPHB1	P1P2	0.12589666	-0.25911154	5	5
EPHB2	P1P2	0.74287369	0.005204287	5	5
EPHB3	P1P2	0.896456406	0.019499615	5	5
EPHB4	P1P2	0.712279311	-0.114435325	5	5
EPHB6	P1P2	0.358379417	0.15992648	5	5
EPHX1	P1P2	0.560224939	-0.069473968	5	5
EPHX2	P1P2	0.337456045	0.319132688	5	5
EPHX3	P1P2	0.133257129	-0.297583329	5	5
EPHX4	P1P2	0.759910655	-0.032619139	5	5
EPM2A	P1P2	0.817502997	-0.082013472	5	5
EPM2AIP1	P1P2	0.601807093	-0.074974784	5	5
EPN1	P1P2	0.981755657	-0.056865647	5	5
EPN2	P2	0.053343648	-0.284138739	5	5
EPN3	P2	0.797536905	-0.021953768	5	5
EPO	P1P2	0.789842748	0.419864368	5	5
EPOR	P2	0.313726099	-0.214338095	5	5
EPPIN	P1P2	0.551300572	-0.179009685	5	5
EPPIN-WFDC6	P1P2	0.551300572	-0.179009685	5	5
EPPK1	P1P2	0.679702381	-0.040689096	5	5
EPRS	P1P2	0.854516446	0.041249341	5	5
EPS15	P1P2	0.701152847	-0.108552572	5	5
EPS15L1	P1P2	0.345899513	0.141173914	5	5
EPS8	P1P2	0.107147789	0.203643811	5	5
EPS8L1	P1	0.116322056	0.329546675	5	5
EPS8L2	P1P2	0.029509903	-0.373602388	5	5
EPS8L3	P1P2	0.958550631	0.117113824	5	5
EPSTI1	P1P2	0.133727867	-0.351036139	4	4
EPT1	P1P2	0.441039007	-0.143540699	5	5
EPX	P1P2	0.550189959	0.033380151	5	5
EPYC	P1P2	0.253392933	0.349728895	5	5
EQTN	P1P2	0.666349419	0.072813748	5	5
ERAL1	P1P2	0.115166573	0.160882487	5	5
ERAP1	P1P2	0.806538297	-0.058775781	5	5
ERAP2	P1P2	0.546311516	0.181235906	5	5
ERAS	ENST00000338270.1	0.593149918	-0.19108059	5	5
ERBB2	P1P2	0.662725757	0.011620746	5	5
ERBB2IP	P1P2	0.820734821	-0.066749422	5	5
ERBB3	P1P2	0.727210025	-0.039260304	5	5
ERBB4	P1P2	0.424456906	-0.073321298	5	5
ERC1	P1P2	0.951263941	0.13503851	5	5
ERC2	P1P2	0.834622916	0.031548682	4	4
ERCC1	P1P2	0.396563339	-0.090454145	5	5
ERCC2	P1P2	0.696228082	-0.030971504	5	5
ERCC3	P1P2	0.25098182	0.168405703	5	5
ERCC4	P1	0.707944916	0.024134054	5	5
ERCC5	P1P2	0.361433724	0.172293488	5	5
ERCC6	P1P2	0.072269625	-0.169687057	5	5
ERCC6-PGBD3	P1P2	0.072269625	-0.169687057	5	5
ERCC6L	P1P2	0.981755657	-0.106882726	5	5
ERCC6L2	P1P2	0.703002889	0.046859012	5	5
ERCC8	P1P2	0.867584325	-0.002739159	5	5
EREG	P1P2	0.095211725	-0.560966197	5	5
ERF	P1P2	0.297630439	-0.44701044	5	5
ERG	P1	0.575441703	-0.085781498	5	5
ERGIC1	P1P2	0.920843421	0.067190509	5	5
ERGIC2	P1P2	0.588556208	0.021714922	5	5
ERGIC3	P1P2	0.798178985	0.074325701	5	5
ERH	P1P2	0.055429112	0.715875058	5	5
ERI1	P1P2	0.851907533	0.203846375	5	5
ERI2	P1P2	0.912265328	0.018183873	5	5
ERI3	P1P2	0.021560954	-0.227435828	5	5
ERICH1	P1P2	0.142977659	0.235998168	5	5
ERICH2	P1P2	0.434655383	0.141469705	5	5
ERLEC1	P1P2	0.493476921	0.155766777	5	5
ERLIN1	P1P2	0.84995191	0.027439847	5	5
ERLIN2	P1P2	0.402612446	-0.12420663	5	5
ERMAP	P2	0.451463659	0.051808673	5	5
ERMARD	P1P2	0.128272079	-0.712618632	4	4
ERMN	P1P2	0.358442729	-0.148482757	4	4
ERMP1	P1P2	0.457986249	-0.182480494	5	5
ERN1	P1P2	0.383268316	0.016566773	5	5
ERN2	P1P2	0.16429116	-0.282193551	5	5
ERO1L	P1P2	0.060370615	0.213349665	5	5
ERO1LB	P1P2	0.794969959	0.113850144	5	5
ERP27	P1P2	0.942657698	-0.120459867	5	5
ERP29	P1P2	0.274721736	-0.205185835	5	5
ERP44	P1P2	0.263553435	-0.172330792	5	5
ERRFI1	P1P2	0.472212896	0.126836112	5	5
ERV3-1	P1P2	0.631066978	-0.005205658	5	5
ERVFRD-1	P1P2	0.991043094	0.019305862	5	5
ERVMER34-1	P1P2	0.161534156	-0.207332993	5	5
ERVV-1	P1P2	0.860115131	-0.088755123	4	4
ERVV-2	P1P2	0.403080042	-0.133161818	5	5
ERVW-1	ENST00000603053.1	0.267479971	-0.752610383	5	5
ESAM	P1	0.836289039	0.005477215	5	5
ESCO1	P1P2	0.903038829	-0.041122138	5	5
ESCO2	P1P2	0.338714051	0.223970522	5	5
ESD	P1P2	0.471700645	0.041712835	5	5
ESF1	P1	0.003933669	0.931911134	5	5
ESM1	P1P2	0.547693606	0.011212872	4	4
ESPL1	P1P2	0.86104563	-0.107528395	5	5
ESPN	P2	0.222661302	0.130251921	5	5
ESPNL	P2	0.349314267	0.076002617	5	5
ESR1	P2	0.048320597	0.349685503	5	5
ESR2	P1P2	0.841488355	-0.022655774	5	5
ESRP1	P1P2	0.216725706	-0.291726171	5	5
ESRP2	P1P2	0.472212896	-0.194358799	5	5
ESRRA	P1P2	0.853211789	-0.169169093	5	5
ESRRB	ENST00000556177.1	0.041826542	0.29329564	5	5
ESRRG	"ENST00000366940.2,ENST00000493603.1"	0.083917177	-0.233228342	5	5
ESX1	P1P2	0.550189959	-0.214192662	5	5
ESYT1	P2	0.428325445	-0.098966878	5	5
ESYT2	P1P2	0.212120782	-0.362186756	5	5
ESYT3	P1P2	0.87872069	0.017938727	5	5
ETAA1	P1P2	0.20135834	-0.201250597	5	5
ETF1	P1P2	0.001953954	0.834112011	5	5
ETFA	P1P2	0.754218249	0.05875571	5	5
ETFB	P1	0.487200729	0.169360955	5	5
ETFDH	P1P2	0.732836216	0.033217523	5	5
ETHE1	P1P2	0.600649515	-0.115084028	5	5
ETNK1	P1P2	0.243508452	-0.238631626	5	5
ETNK2	P1P2	0.888566936	0.020086622	5	5
ETNPPL	P1P2	0.537497692	-0.10007489	5	5
ETS1	P1P2	0.485799182	0.063457922	4	4
ETS2	P1P2	0.220774463	-0.195515866	5	5
ETV1	P1P2	0.043874854	0.337590295	5	5
ETV2	P1P2	0.773243122	-0.031662335	5	5
ETV3	P1P2	0.115166573	0.433713757	5	5
ETV3L	P1P2	0.45647636	0.071337653	5	5
ETV4	P1P2	0.747908991	0.070882195	5	5
ETV5	P1P2	0.261428532	-0.087624562	5	5
ETV6	P1P2	0.90633257	-0.175734248	5	5
ETV7	P1P2	0.957225502	0.072080381	5	5
EVA1A	P1P2	0.162782978	-0.222459961	5	5
EVA1B	P1P2	0.206987817	-0.093115437	5	5
EVA1C	P1P2	0.611103697	0.051601856	5	5
EVC	P1P2	0.885282866	0.081214344	5	5
EVC2	P1P2	0.610520798	-0.072793733	5	5
EVI2A	P1P2	0.483040671	0.074219441	5	5
EVI2B	P1P2	0.999004768	-0.117999606	5	5
EVI5	P1P2	0.888566936	-0.716896164	5	5
EVI5L	P1P2	0.458490167	-0.058596188	5	5
EVL	P2	0.100952966	-0.331182897	5	5
EVPL	P1P2	0.805894474	0.112845377	5	5
EVPLL	P1P2	0.325041438	-0.11037957	5	5
EVX1	P1P2	0.891195573	0.133548545	5	5
EVX2	P1P2	0.801391424	-0.091507377	5	5
EWSR1	P1P2	0.397954396	0.105850426	5	5
EXD1	P1P2	0.950688332	-0.024597162	4	4
EXD2	P1P2	0.294172454	0.050429781	5	5
EXD3	P1P2	0.953250842	-0.009001829	5	5
EXO1	P1P2	0.317737175	-0.196505125	5	5
EXO5	P1P2	0.198731066	-0.249042929	5	5
EXOC1	P1P2	0.678484236	-0.148725164	5	5
EXOC2	P1P2	0.864313816	0.004180597	5	5
EXOC3	P1P2	0.604125261	-0.134409786	5	5
EXOC3L1	P1P2	0.551300572	0.017586553	5	5
EXOC3L2	P2	0.397954396	-0.127768115	5	5
EXOC3L4	P1P2	0.800748665	0.209369442	5	5
EXOC4	P1P2	0.082438016	0.272254983	5	5
EXOC5	P1P2	0.175939665	0.204212445	5	5
EXOC6	P1P2	0.342929112	0.227623916	5	5
EXOC6B	P1P2	0.553525097	-0.07951059	5	5
EXOC7	P1P2	0.829151685	-0.133720809	5	5
EXOC8	P1P2	0.078832451	0.106706537	5	5
EXOG	P1P2	0.247565222	-0.158393654	5	5
EXOSC1	P1P2	0.020092043	0.42297456	5	5
EXOSC10	P1P2	0.0003704	0.539253081	5	5
EXOSC2	P1P2	0.300726919	0.085541089	5	5
EXOSC3	P1P2	0.800106042	-0.117243043	5	5
EXOSC4	P1P2	0.029759193	0.261864971	5	5
EXOSC5	P1P2	0.050534442	0.640870957	5	5
EXOSC6	P1P2	0.004675945	0.468878199	5	5
EXOSC7	P1P2	0.336619045	-0.051726753	5	5
EXOSC8	P1P2	0.181581851	0.384078105	5	5
EXOSC9	P1P2	0.443013954	0.462195424	5	5
EXPH5	P1P2	0.866275846	0.042065215	5	5
EXT1	P1P2	0.788562356	-0.116400113	5	5
EXT2	P1P2	0.118856839	-0.192882607	5	5
EXTL1	P1P2	0.594876783	-0.060735994	5	5
EXTL2	P1P2	0.504563604	0.268021661	5	5
EXTL3	P1P2	0.696842983	0.052458628	5	5
EYA1	P1	0.687028723	0.059919436	5	5
EYA2	P1P2	0.535853087	-0.181995178	5	5
EYA3	P1P2	0.097207428	0.209771908	5	5
EYA4	P1P2	0.920183228	0.069867179	5	5
EYS	P1P2	0.911605885	-0.640012873	5	5
EZH1	P1P2	0.58569351	0.088383237	5	5
EZH2	P1P2	0.028170679	0.503698854	5	5
EZR	P2	0.387821655	-0.029917748	5	5
F10	P1P2	0.651303139	-0.028416694	5	5
F11	P1P2	0.477352232	0.242050234	5	5
F11R	P1	0.427356392	-0.073581542	5	5
F12	P1	0.512027038	-0.119087212	5	5
F13A1	P1P2	0.448471048	0.114349706	5	5
F13B	P1P2	0.338294382	0.073051409	5	5
F2	P1P2	0.169394476	0.226427541	5	5
F2R	P1P2	0.284708759	0.016856067	5	5
F2RL1	P1P2	0.489287991	-0.328310596	5	5
F2RL2	P1P2	0.466595013	0.051197773	5	5
F2RL3	P1P2	0.701769332	-0.068598499	5	5
F3	P2	0.070960297	-0.30687722	5	5
F5	P1P2	0.214875178	-0.170140052	5	5
F7	P1P2	0.100091766	-0.195762277	5	5
F8	P2	0.524412271	0.29807375	5	5
F8A1	P1P2	0.038574411	0.325728264	4	4
F8A2	ENST00000369505.3	0.662725757	-0.038757074	5	5
F8A3	ENST00000369445.2	0.662725757	-0.038757074	5	5
F9	P1P2	0.903697445	-0.075050028	5	5
FA2H	P1P2	0.188193206	0.174164833	5	5
FAAH	P1P2	0.308561726	-0.162868408	5	5
FAAH2	P1P2	0.177805682	-0.23989218	5	5
FABP1	P1P2	0.597759983	-0.114897426	5	5
FABP12	ENST00000360464.4	0.947291061	0.077459086	5	5
FABP2	P1P2	0.89185292	0.008473206	5	5
FABP3	P1P2	0.361433724	-0.086795118	5	5
FABP4	P1P2	0.860392277	0.085988353	5	5
FABP5	P1P2	0.108239381	-0.215381759	5	5
FABP6	P1P2	0.941995943	-0.012521835	5	5
FABP7	P1P2	0.491380059	-0.110940844	5	5
FABP9	P1P2	0.523329233	0.08962726	5	5
FADD	P1P2	0.830448356	0.09400093	5	5
FADS1	P1P2	0.279500046	-0.079387265	5	5
FADS2	P2	0.768791309	-0.117702459	5	5
FADS3	P1P2	0.179147545	-0.209960282	5	5
FADS6	P1P2	0.404484781	-0.103578302	5	5
FAF1	P1P2	0.012445575	0.415622895	5	5
FAF2	P1P2	0.137830695	-0.270256682	5	5
FAH	P1P2	0.596029301	-0.065613057	5	5
FAHD1	P1P2	0.663329155	0.117432872	5	5
FAHD2A	P1P2	0.750430695	-0.085111903	5	5
FAHD2B	P1P2	0.258964483	0.209424944	5	5
FAIM	P1P2	0.439069115	0.139345956	5	5
FAIM2	P1P2	0.163787268	-0.354541015	5	5
FAIM3	P1P2	0.775790378	0.14843655	5	5
FAM101A	P1P2	0.512562335	-0.127600654	5	5
FAM101B	P1P2	0.785363881	-0.799633222	5	5
FAM102A	P1P2	0.552968554	0.106509231	5	5
FAM102B	P1P2	0.030199809	0.446554559	5	5
FAM103A1	P1P2	0.381003977	-0.145706877	5	5
FAM104A	P1P2	0.048226221	0.20543495	5	5
FAM104B	P1P2	0.302673082	-0.606110751	5	5
FAM105A	P1P2	0.690270289	0.034896074	4	4
FAM105B	P1P2	0.455973686	-0.092518384	5	5
FAM107A	P1P2	0.742351299	0.041902874	4	4
FAM107B	P2	0.281724365	-0.195524538	5	5
FAM109A	P1P2	0.559665121	-0.205040508	5	5
FAM109B	P1P2	0.018379289	0.438936872	5	5
FAM110A	P1P2	0.300726919	0.153967178	5	5
FAM110B	P1P2	0.190717716	-0.194605765	5	5
FAM110C	P1P2	0.231619169	0.148832997	5	5
FAM110D	P1P2	0.446482247	-0.206754455	5	5
FAM111A	P2	0.239249135	-0.135113377	4	4
FAM111B	P1P2	0.447476019	0.058910483	5	5
FAM114A1	P1P2	0.076079591	-0.252937443	4	4
FAM114A2	P1P2	0.678484236	0.072751543	5	5
FAM115A	P2	0.420129306	-0.006638098	5	5
FAM115C	P1P2	0.64761654	-0.110225796	4	4
FAM117A	P1	0.640946786	-0.18351275	4	4
FAM117B	P1P2	0.460003786	0.428369871	5	5
FAM118A	P1P2	0.928769868	0.011406643	5	5
FAM118B	P1P2	0.958550631	-0.035272161	5	5
FAM120A	P1P2	0.488243759	0.087660136	5	5
FAM120AOS	P1P2	0.273627018	0.134552572	5	5
FAM120B	P1P2	0.20519788	-0.024906768	5	5
FAM120C	P1P2	0.06458195	-0.834309473	5	5
FAM122A	P1P2	0.024922558	0.369375595	4	4
FAM122B	P1P2	0.12734284	0.104826995	5	5
FAM122C	P1P2	0.226469547	0.347772527	5	5
FAM124A	P1P2	0.891195573	-0.043388855	5	5
FAM124B	P1P2	0.904142567	0.114856528	4	4
FAM126A	P1P2	0.52495422	-0.461766795	5	5
FAM126B	P1P2	0.03058193	0.29191578	5	5
FAM127A	P1P2	0.193836975	0.364154194	5	5
FAM127B	P1P2	0.692327531	0.030891523	4	4
FAM127C	P1P2	0.059466353	0.292213823	5	5
FAM129A	P1P2	0.497157928	-0.049426273	5	5
FAM129B	P1	0.113829941	-0.150334818	5	5
FAM129C	P1P2	0.712279311	-0.072297081	5	5
FAM131A	P1P2	0.649506939	0.118936855	5	5
FAM131B	P1P2	0.942657698	-0.014000328	5	5
FAM131C	P1P2	0.96849249	-0.013561351	5	5
FAM132A	P1P2	0.199021741	-0.242134159	5	5
FAM132B	P1P2	0.594300906	-0.118979021	5	5
FAM133A	P1P2	0.438577432	0.105048056	5	5
FAM133B	P1P2	0.157360227	-0.197312845	4	4
FAM134A	P1P2	0.965177916	-0.168067684	5	5
FAM134B	ENST00000399793.2	0.660314354	-0.203890653	5	5
FAM134C	P1P2	0.430753665	0.170218343	5	5
FAM135A	P1P2	0.191282088	0.284706676	5	5
FAM135B	P1P2	0.885019642	0.027857644	4	4
FAM136A	P1P2	0.432214423	-0.150879508	5	5
FAM13A	ENST00000264344.5	0.059466353	-0.519436561	5	5
FAM13B	P1P2	0.185141282	0.199603227	5	5
FAM13C	P1P2	0.044664505	-0.37358326	5	5
FAM149A	P1P2	0.089779156	0.209188727	3	3
FAM149B1	P1P2	0.647115173	0.083203114	5	5
FAM150A	P1P2	0.595452915	0.050405189	5	5
FAM150B	P1P2	0.310524316	-0.420130159	4	4
FAM151A	P1P2	0.016606448	0.252016455	5	5
FAM151B	P1P2	0.331625114	0.720393535	5	5
FAM153A	ENST00000510276.1	0.341239081	-0.077864548	5	5
FAM153B	P1P2	0.486158904	-0.060981933	5	5
FAM154A	P1P2	0.712899274	0.03529618	5	5
FAM154B	P1P2	0.832394226	-0.070569697	5	5
FAM155A	P1P2	0.664536608	0.108646911	5	5
FAM155B	ENST00000252338.4	0.342607794	0.129321587	4	4
FAM156A	P1P2	0.308956978	0.107050346	5	5
FAM156B	ENST00000416841.2	0.073197874	-0.22037394	5	5
FAM157A	P1P2	0.240163672	-0.227356511	5	5
FAM157B	P1P2	0.854516446	0.097770313	5	5
FAM159A	P1P2	0.446482247	-0.104514693	5	5
FAM159B	P1P2	0.42253032	0.215595402	5	5
FAM160A1	P1P2	0.137610198	-0.170563258	5	5
FAM160A2	P1P2	0.200772323	0.11076301	5	5
FAM160B1	P1P2	0.12276521	-0.226159676	4	4
FAM160B2	P1P2	0.339975064	0.002325831	5	5
FAM161A	P1P2	0.366707521	0.21749024	5	5
FAM161B	P1P2	0.74287369	0.032170284	5	5
FAM162A	P1P2	0.366266214	0.102270039	5	5
FAM162B	P1P2	0.550189959	-0.062232834	5	5
FAM163A	P1P2	0.842138761	0.023347909	5	5
FAM163B	P2	0.869547723	-0.056582316	5	5
FAM166A	P1P2	0.669375101	0.096434449	5	5
FAM166B	P1P2	0.389652184	-0.311240159	5	5
FAM167A	P2	0.289225321	-0.146188177	5	5
FAM167B	P1P2	0.665765481	-0.062487567	4	4
FAM168A	P1P2	0.718487431	-0.182010923	5	5
FAM168B	P1P2	0.846043443	-0.00634755	5	5
FAM169A	P1P2	0.358379417	0.165493811	5	5
FAM169B	P1P2	0.013225765	-0.38370487	5	5
FAM170A	P1P2	0.307772225	-0.128727264	5	5
FAM170B	P1P2	0.933396945	0.002549898	5	5
FAM171A1	P1P2	0.443013954	0.205442746	5	5
FAM171A2	P1P2	0.278392375	0.25259484	5	5
FAM171B	P1P2	0.590276923	-0.079735657	5	5
FAM172A	P1P2	0.816211133	0.038575848	5	5
FAM173A	P1P2	0.64234258	-0.083260087	5	5
FAM173B	P1P2	0.468633577	-0.00532893	5	5
FAM174A	P1P2	0.360122742	-0.059136691	5	5
FAM174B	P1P2	0.129852036	0.281456017	5	5
FAM175A	P1P2	0.953913207	0.13968329	5	5
FAM175B	P1P2	0.913584395	-0.015111639	5	5
FAM177A1	P1P2	0.6766144	0.099492211	4	4
FAM177B	P2	0.004179231	-0.304943768	5	5
FAM178A	P1P2	0.910946503	0.000779539	5	5
FAM178B	P1P2	0.638178632	0.012616594	5	5
FAM179A	ENST00000379558.4	0.547693606	-0.18282961	4	4
FAM179B	P1P2	0.973133795	0.000176057	5	5
FAM180A	P1P2	0.482522024	-0.301866774	5	5
FAM180B	P1P2	0.971144544	-0.072493372	5	5
FAM181A	P1	0.528662801	-0.054700608	4	4
FAM181B	P1P2	0.289225321	0.113517088	5	5
FAM183A	P1P2	0.136950336	0.204618567	5	5
FAM184A	P1P2	0.152516753	0.127626172	5	5
FAM184B	P1P2	0.088178853	-0.179352705	4	4
FAM185A	P1P2	0.407773873	0.032164278	5	5
FAM186A	P1P2	0.845392398	0.006455404	5	5
FAM186B	P1P2	0.06151694	-0.29819909	5	5
FAM187A	P1P2	0.683972459	0.039597428	5	5
FAM187B	P1P2	0.203419222	0.163934102	5	5
FAM188A	P1P2	0.504032705	-0.186665688	5	5
FAM188B	P1P2	0.109805506	0.281037458	4	4
FAM188B2	ENST00000397891.3	0.427356392	0.143894664	5	5
FAM189A1	P1P2	0.234224934	-0.564177579	5	5
FAM189A2	P1P2	0.211208344	-0.289416238	5	5
FAM189B	P1P2	0.761811035	0.049344715	5	5
FAM192A	P1P2	0.084365092	-0.34183335	5	5
FAM193A	"ENST00000324666.5,ENST00000382839.3,ENST00000502458.1,ENST00000545951.1"	0.961863944	-0.025292947	5	5
FAM193B	P1P2	0.354044374	-0.183578597	5	5
FAM194A	P1P2	0.788473217	0.058801086	4	4
FAM194B	P1P2	0.203419222	-0.374361723	5	5
FAM195A	P1P2	0.776427571	0.130116979	5	5
FAM195B	P1P2	0.419171149	0.112654959	5	5
FAM196A	P1P2	0.819441723	-0.105059798	5	5
FAM196B	P1P2	0.893825406	-0.032506833	5	5
FAM197Y1	ENST00000421178.1	0.504413127	0.059508766	3	3
FAM198A	P1P2	0.789202481	-0.171794774	5	5
FAM198B	P1P2	0.587983152	-0.209240064	5	5
FAM199X	P1P2	0.73954114	0.060505984	4	4
FAM19A1	P1P2	0.607610009	0.05367086	5	5
FAM19A2	P2	0.370740334	0.101516646	4	4
FAM19A3	P1P2	0.051105456	0.235470199	4	4
FAM19A4	P1P2	0.615190878	-0.129831398	5	5
FAM19A5	ENST00000358295.5	0.927448281	-0.053664644	5	5
FAM200A	P1	0.148738112	-0.358890733	5	5
FAM200B	P1P2	0.406362315	-0.183970209	5	5
FAM203A	ENST00000347708.4	0.44153227	-0.103042093	5	5
FAM203B	ENST00000377406.4	0.44153227	-0.103042093	5	5
FAM204A	P1P2	0.948615214	0.051066141	5	5
FAM205A	P1P2	0.704854692	-0.017442193	5	5
FAM206A	P1P2	0.336027172	0.066409376	4	4
FAM207A	P1P2	0.568090754	0.057892399	5	5
FAM208A	P1P2	0.450464869	0.010522203	5	5
FAM208B	P1P2	0.665765481	0.041975318	4	4
FAM209A	P1P2	0.3129279	-0.248079594	5	5
FAM209B	P1P2	0.453966108	0.169756462	5	5
FAM20A	P1P2	0.357075412	-0.231854402	5	5
FAM20B	P1P2	0.985735757	0.014172055	5	5
FAM20C	P1P2	0.178609899	-0.21467532	5	5
FAM210A	P1P2	0.299563233	-0.408537102	5	5
FAM210B	P1P2	0.003117773	-0.360916647	4	4
FAM211A	P1P2	0.339975064	0.140398534	5	5
FAM211B	P1P2	0.106966708	-0.465186379	5	5
FAM212A	P1P2	0.717244304	-0.222878843	5	5
FAM212B	P1	0.740360143	0.025075561	5	5
FAM213A	P1	0.340817408	0.092871232	5	5
FAM213B	P1P2	0.699890091	-0.040987173	4	4
FAM214A	P1P2	0.432247176	0.03307201	4	4
FAM214B	P2	0.849899182	-0.110875815	4	4
FAM216A	P1P2	0.722844226	-0.056711984	5	5
FAM216B	P1P2	0.224877169	-0.161554382	5	5
FAM217A	P1P2	0.017296714	0.369653211	5	5
FAM217B	P2	0.309748486	-0.389335023	5	5
FAM218A	P1P2	0.360996398	0.031659946	5	5
FAM219A	P1P2	0.194980488	0.212579659	5	5
FAM219B	P1P2	0.35188933	-0.255541908	5	5
FAM21A	P1P2	0.654986066	0.076599301	4	4
FAM21C	P1P2	0.500853512	0.034870793	5	5
FAM220A	P1P2	0.030199809	-0.296187973	5	5
FAM221A	P1P2	0.252702404	-0.083794868	5	5
FAM221B	P1P2	0.930752615	-0.007424616	5	5
FAM222A	P1P2	0.771334279	0.033873354	5	5
FAM222B	P1	0.712279311	-0.01982672	5	5
FAM227A	P1P2	0.519576734	-0.110158846	4	4
